SYSFACNO,FACILITY_NAME,FACILITY_CATEGORY,ADDRESS1,ADDRESS2,CITY,STATE,ZIPCODE,COUNTY,EMAIL_ADDRESS,PHONE_AREA_CODE,PHONE_NUMBER,FAX_AREA_CODE,FAX_NUMBER,INACTIVE_DATE,INACTIVE_REASON,CREATE_DATE,UPDATE_DATE,NAME_OF_CONTRACTED_SHELTER,LOCALITIES_SERVED,CONTACT_NAME,TITLE
6873,Smiles Forever Animal Rescue,HO,2289 James Madison Hwy,,Gordonsville,VA,22942,,smilesforeveranimalrescue@gmail.com,352,425-8984,,35242589,,,1/31/14 12:27,1/29/19 23:54,,,Becky Andrews,President
6874,"Bay Beagle Rescue, Inc.",HO,3590 Kentucky Avenue,,Norfolk,VA,23502,,baybeagles@gmail.com,757,535-7295,,,,,1/31/14 17:38,1/30/19 12:14,,,Robin Davis,Secretary/Treasurer
6875,Hotdoghill Sanctuary,HO,19917 James River Drive,,Spring Grove,VA,23881,Virginia,hotdoghillsanctuary@gmail.com,804,677-0043,804,677-0043,,,1/31/14 17:43,1/7/19 9:13,,,Kim Hunter,President
6876,"Country Cats Rescue, Inc.",HO,11510 Silverleaf Lane,,Fredericksburg,VA,22407,VA,catrescueje@gmail.com,540,2071589,540,2071589,,,1/31/14 17:46,1/30/19 12:45,,,Joan Enoch,Executive Director
6877,The Zookeeper Rescue,HO,2947 Proffit Road,,Charlottesville,VA,22911,,kkucares@gmail.com,716,479-5886,,,12/30/14 10:55,"12/30/14--not a rescue group, petsitting company per website -AT",6/3/14 10:18,12/30/14 10:55,,,,
6878,Richmond Ruff House,HO,1201 Blakemore Road,,Richmond,VA,23225,,cindy@richmondruffhouse.org,804,396-6313,804,381-4454,,,11/18/14 14:52,1/4/19 14:53,,,Cindy Larkin,Director
6879,"Peninsula Regional Animal Shelter (Newport News, Hampton, Poquoson, York) ",PU,5843 Jefferson Avenue,,Newport News,VA,23605,,jervin@nnva.gov,757,933-8900,757,933-8917,,,11/18/14 15:01,1/25/19 13:50,,"Newport News, Hampton, Poquoson, York Co.",Jacob S Ervin ,Admin. / Operations Manager
6880,Collie & Sheltie Rescue of Southeastern Virginia,HO,151 Sandpiper Street,,Newport News,VA,23602,,loveofcolliesandshelties@gmail.com,757,814-4389,,,,,12/30/14 10:14,1/21/19 14:45,,,Karen Joos,Director 
6881,The Dancing Bear Rescue,HO,56 Buttercup Lane,,Stafford,VA,22554,stafford,Pbulls4u@yahoo.com,540,288-1499,540,720-1652,,,1/5/15 10:17,2/4/19 11:26,,,Eileen M Bennett,director
6882,FETCH a Cure,HO,5711 Staples Mill Rd,Suite 101,Richmond,VA,23228,Virginia,emily@fetchacure.com,804,525-2193,804,525-2193,,,1/5/15 16:16,1/31/19 12:20,,,Emily Clanton,Pen Pals Program Manager
6883,"Promises Animal Rescue, Inc.",HO,7619 Huron Drive,,Gainesville,VA,20155,,info@promisesanimalrescue.org,703,754-1838,703,754-1838,,,1/6/15 8:39,1/31/19 20:26,,,Debbie Thomas,President
6884,"Terabithia Animal Advocacy Group, Inc.",HO,13513 Mountain Road,,Lovettsville,VA,20180,United States,taagpaws.pres@gmail.com,571,207-1009,,,14-Mar-18,No longer active; no animals in custody in 2017.,1/7/15 16:24,3/14/18 13:52,,,n/a,n/a
6885,"Tri County Pit Bull Rescue, Inc.",HO,11763 John Clayton Memorial Highway,,North,VA,23128,VA,sonjaone@aol.com,804,384-6653,,,,,1/12/15 13:30,2/7/19 15:01,,,sonja fitzgerald,owner
6886,Forever Home Rehabilitation Center,PR,4937 Broad Street,,Virginia Beach,VA,23462,,thefhrcpack@gmail.com,757,963-1644,,,,,1/13/15 10:08,1/30/19 11:34,,,Joie Haley-Eskew ,president
6887,"Friends of Campbell County Animal Control, Inc.",HO,185 Greendale Drive,,Rustburg,VA,24588,Virginia,foacinfo@gmail.com,434,8512598,,,,,1/15/15 8:49,1/13/19 22:14,,,Barbe M. Shackelford,Director
6888,New Hope Rescue,HO,P.O. Box 412,,Providence Forge,VA,23140,,newhope_rescue@yahoo.com,804,347-7965,757,253-8067,,,1/21/15 8:40,1/16/19 13:34,,,Agency Representative,Representative
6889,Clover Cat Rescue,HO,P.O. Box 829,,Stuart,VA,24171,Patrick,clovercatrescue@yahoo.com,276,694-3598,646,395-1667,,,1/23/15 14:26,1/30/19 16:55,,,Tanja Schoor,CEO
6890,"Next Generation Animal Services, Inc.",HO,169 Beach Road,,Hampton,VA,23664,,ngas@cox.net,757,353-5248,,,,,1/26/15 13:39,1/26/19 18:56,,,Kim Smith,Director
6891,"Tree of Life Stray and Feral Cat Rescue, Inc.",HO,144 Fenton Road,,Arab,AL,35013,,treeofliferescue@gmail.com,70,615-6587,,,,,1/28/15 9:28,2/13/19 11:58,,,Shawna Leone ,President 
6892,Forever Home Animal Rescue,HO,3520 Chaparral Drive,,Roanoke,VA,24018,,jmkmpkm@gmail.com,540,798-8039,,,4-Feb-19,Closed,2/2/15 16:20,2/4/19 13:30,,,Farrah Dudley RN,Founder
6893,"Bully Advocate & Rescue Collective, Inc.",HO,P.O. Box 24,,Windsor,VA,23487,Isle of Wight,info@barcdogs.org,757,647-4084,,,,,2/3/15 14:18,1/17/19 18:56,,,Maria Schiefer,Director
6894,"Training Rescue Dogs, Inc. ",HO,1626 Belle View Blvd,P.O. Box 7084,Alexandria,VA,22307,,info@trainingrescues.org,703,402-9123,,,,,2/6/15 10:31,1/22/19 22:38,,,Alicemay Leach,President
6895,"High Hope Haven, Inc,",HO,3101 Lee Highway,"Suite 18, PMB 238",Bristol,VA,24202,,highhopehaven@yahoo.com,973,303-6818,,,18-Dec-17,No longer in existence.,2/27/15 11:54,12/18/17 15:38,,,abc,abc
6896,"Rakki-Inu Akita Rescue, Inc.",HO,1952 Laskin Road,Suite 505,Virginia Beach,VA,23454,VA,rakki.inu.akita.rescue@gmail.com,757,831-4200,888,316-1152,,,3/2/15 15:11,1/30/19 22:21,,,Kira Brown,President
6897,Saver of Souls Pet Rescue,HO,PO Box 10066,,Virginia Beach,VA,23450,,sospetrescue@yahoo.com,757,672-1314,,,,,3/6/15 14:38,1/31/19 21:09,,,Turkan Ertugrul,President
6898,Prince William Humane Society,PR,17983 Dumfries Shopping Plaza,,Dumfries,VA,22026,Prince William,Info@PWHumane.org,703,680-0880,703,680-3644,,,4/8/15 12:27,2/4/19 14:35,,,Lori Leary,President
6899,ASPCA Animal Shelter,PR,17074 Lee Highway,,Abingdon,VA,24210,Washington,,917,510-3194,,,3/14/16 9:00,Shelter closed May 2015 per M. Manspeaker -A.T. 3/14/16,4/14/15 15:15,3/14/16 9:00,,,,
6900,Tramp's Rescue,HO,22511 Mt. Cloud Road,,Bowling Green,VA,22427,Caroline,crazydoglady64@aol.com,804,248-3042,,,,,6/18/15 8:59,1/28/19 23:49,,,Beverly Jacobs,Director
6901,Phoenix Landing,HO,P.O. Box 459,,Alexander,NC,28701,NC,contact@phoenixlanding.org,866,749-5634,,,,,6/19/15 14:35,1/28/19 15:40,,,Ann Brooks,President
6902,"Pets Bring Joy, Inc.",HO,P.O. Box 2352,,Fairfax,VA,22031,,info@petsbringjoy.org,703,795-2652,,,,,7/20/15 16:12,1/19/19 12:15,,,Jacquie Barker,Executive Director
6903,Cause 4 Paws,HO,331 Yorktown Blvd,,Locust Grove,VA,22508,,lhm35@aol.com,540,972-0155,,,,,7/28/15 15:23,2/11/19 9:37,,,Lois Miller,Treasurer
6904,"Sanctuary Rescue Group of Virginia, Inc.",HO,1519 Huguenot Road,Suite 105,Midlothian,VA,23113,,Sanctuaryrescue@gmail.com,804,6010715,,,,,7/28/15 15:26,1/29/19 16:46,,,Adri Herron,President
6905,Fur-ever Home Rescue,HO,3970 Wyckoff Drive,,Virginia Beach,VA,23452,,kelly@fureverhomerescue.org,757,816-0336,866,307-6066,,,7/29/15 8:36,1/19/19 13:40,,,Kelly Martin,President
6906,"Forgotten Tails, Inc.",HO,P.O. Box 595,,Colonial Heights,VA,23834,,savingtheforgotten@gmail.com,804,469-6081,,,,,9/4/15 15:13,1/30/19 17:10,,,Lin Fox,Founder
6907,Davey's KitCats,HO,122 Musselman Road,,Fredericksburg,VA,22405,Stafford,kitcatmom@live.com,540,8485176,,,,,10/28/15 16:04,1/31/19 21:59,,,Stefanie Holder,President
6908,Eastern Herding Dog Rescue,HO,8206 Cobbler Ct,,Henrico,VA,23228-3124,,easternhdr@gmail.com,804,4057025,,,,,11/3/15 12:59,2/4/19 11:24,,,Ashley Castro,President
6909,"Halifax Dog Squad, Inc.",HO,P.O. Box 418,,South Boston,VA,24592,Halifax,HalifaxDogSquad@gmail.com,434,222-4686,434,572-6305,,,12/3/15 13:32,1/31/19 20:50,,,Vicky Allen,Vice President 
6910,New Love Animal Rescue,HO,1307 Forty Oaks Drive,,Herndon,VA,20170,Virginia,newloveanimalrescue@gmail.com,703,296-1578,,,,,12/8/15 8:34,1/31/19 18:15,,,Rani Hart,Executive Director
6911,Winchester SPCA Rockaplenty Adoption Center,PR,111 Featherbed Lane,,Winchester,VA,22601,,director@winchesterspca.org,540,662-8616,540,773-3697,,,12/18/15 13:04,1/23/19 13:14,,,Lavenda Denney,Executive Director
6912,"Virginia Pet Savers, Inc.",HO,P. O. Box 1004,,Midlothian,VA,23113,,shcornett@gmail.com,804,356-3837,,,,,12/22/15 14:50,1/13/19 18:48,,,Sharon Cornett,President
6913,Lu's Labs Labrador Retriever Rescue,HO,2303 E. Randolph Ave.,,Alexandria,VA,22301,,krissy.luslabs@gmail.com,410,251-1963,,,,,1/6/16 16:44,1/28/19 13:31,,,krissy wheaton,vp of finances
6914,Operation Save a Shelter Dog,HO,6150 West Blackwater Road,,Zuni,VA,23898,Isle Of Wight,operationsaveashelterdog@gmail.com,757,375-5523,,,,,1/11/16 13:50,1/29/19 18:33,,,Julia Buie,CEO
6915,Paws For Seniors,HO,P.O. Box 738,,Bealeton,VA,22712,,info@pawsforseniors.org,540,748-8177,540,300-2679,,,1/20/16 9:43,1/5/19 8:22,,,Jim Scamordella,President
6916,"Humane Society of Shenandoah County, Inc.",HO,P.O. Box 173,,Woodstock,VA,22664,Shenandoah,info@hsscva.org,540,984-7101,,,,,1/26/16 15:44,1/31/19 21:25,,,Melisa Miller-Piselli,President
6917,"All-American Mutt Rescue, Inc.",HO,5491 Johnson Mountain Road,,Huddleston,VA,24104,Bedford,weluvpups@hotmail.com,540,297-1590,,,,,1/26/16 16:07,1/22/19 15:27,,,Cynthia Torrence,AAMR Secretary/Treasurer
6918,Ruff Road Pet Rescue,HO,5709 Churchland Blvd.,Suite A,Portsmouth,VA,23703,,ruffroadpetrescue@gmail.com,757,738-5878,757,483-6684,,,1/28/16 15:59,1/27/19 13:49,,,Hollie Collins,President and Director
6919,DC Area Weimaraner Rescue,HO,1477 Hillandale Road,,Front Royal,VA,22630,,dcweimrescue@gmail.com,703,220-7334,,,,,2/1/16 9:25,1/22/19 9:57,,,Karin Bakken,President
6920,Smyth County Humane Society,HO,P.O. Box 1124,,Marion,VA,24354,Smyth,info@smythhumane.org,276,685-2669,,,,,2/2/16 12:03,1/24/19 9:39,,,Pamela Howell,President
6921,Central Virginia Horse Rescue,HO,389 Boydton Plank Road,,Brodnax,VA,23920,Brunswick,rescue@centralvahorserescue.com,434,774-6607,434,447-2456,,,2/3/16 11:29,2/4/19 11:10,,,Cynthia Smith,Founder
6922,Friends of Bedford County Animal Shelter,HO,906 Ebenezer Road,,Amherst,VA,24521,,fobcasfriends@gmail.com,434,826-9063,,,,,2/4/16 11:54,1/24/19 16:00,,,Stacy Epperson,President
6923,Virginia Beach SPCA Pet Supplies and Adoption Center,PR,983 Providence Square Shopping Center,,Virginia Beach,VA,23464,,vbspcaretailcenter@vbspca.com,757,427-0071,,,,,2/9/16 16:46,2/4/19 11:35,,,Rebecca Cackett,VBSPCA Pet Supplies and Adoption Coordinator
6924,"Giant Hearts Giant Dog Rescue, Inc.",HO,4500 Miles Ave,,Suffolk,VA,23435,Suffolk County,giantheartdogs@gmail.com,804,442-6801,757,282-2954,,,2/16/16 16:29,2/4/19 15:05,,,Alyce Oxton,President
6925,Wolf Spirit Sled Dog Rescue,HO,5552 Elamsville Road,,Stuart,VA,24171,,wolfspiritrescue@gmail.com,276,229-9096,,,,,2/16/16 16:36,1/26/19 16:21,,,Debra Durgin,Vice President
6926,Anicira Animal Adoption Center,PR,910 N Liberty St,,Harrisonburg,VA,22802,,adoptions@anicira.org,540,217-2512,540,437-1982,,,2/23/16 15:58,1/30/19 12:27,,,Laken Richer,Animal Adoption Program Manager
6927,Purple Paws 2nd Chance Rescue,HO,311 Chestnut LN ,,Fredericksburg,VA,22408,,pp2crescue@gmail.com,540,7355146,,,,,2/24/16 11:00,1/28/19 15:56,,,Layla Hall,President 
6928,Virginia Donkey Rescue,HO,414 Stonewall Road,,Concord,VA,24538,,virginiadonkeyrescue@gmail.com,844,433-4299,,,28-Jan-19,Assumed by another donkey rescue.,2/24/16 17:03,1/28/19 12:40,,,Kimberly Clark,Executive Director
6929,Humane Society of Tazewell County,HO,P.O. Box 112,,Richlands,VA,24641,,humanesocietytazewell@gmail.com,276,202-6506,,,,,2/25/16 10:30,1/29/19 21:45,,,Angie Johnson,President
6930,Surry County SPCA,HO,P.O. Box 96,,Surry,VA,23883,Surry,surryspca@gmail.com,757,2943859,757,2943859,,,2/29/16 16:16,1/31/19 23:05,,,Valerie Delgado,President
6931,Four Paws Animal Rescue (4 Paws Animal Rescue),HO,P.O. Box 1624,,Hayes,VA,23072,,4pawz@cox.net,757,544-8565,,,,,3/10/16 9:19,1/31/19 12:19,,,Kelly Endebrock,President
6932,Healing Hearts Animal Rescue Group,HO,14120A Lee Highway,P.O. Box 2283,Centreville,VA,20122,Fairfax,hharginfo@gmail.com,703,673-6622,703,563-9363,,,3/14/16 15:44,1/27/19 17:36,,,Janet Byrd,President
6933,Save Our Herders Outreach,HO,PO BOX 11223,,Richmond,VA,23230,,saveourherdersoutreach@gmail.com,804,517-5390,,,,,3/22/16 11:35,2/12/19 19:36,,,Mel Hardwick,President
6934,For the Cat's Sake ,HO,P.O. Box 471,,Flint Hill,VA,22627,,forthecatssake@gmail.com,540,675-1013,,,,,4/13/16 13:08,1/28/19 0:23,,,Robin Mikulak,Secretary
6935,Misfit Critter Farm & Sanctuary,HO,103 Pope Road,,Ivanhoe,VA,24350,Wythe,misfitcritterfarm@gmail.com,504,390-9008,,,,,4/27/16 16:06,2/4/19 14:34,,,Katie Downey,President
6936,For the Love of Poodles Rescue RVA,HO,2496 Hillstream Dr,,Rockville,VA,23146,Henrico,floprva@gmail.com,804,714-9300,,,,,5/25/16 13:34,1/25/19 17:28,,,Terri McDonnell,Founder
6937,Stray Haven,HO,P.O. Box 92,,Dundas,VA,23938,VA,bevmenier@gmail.com,804,727-4879,804,7274879,,,7/7/16 9:13,1/30/19 15:10,,,Beverly Menier,"Founder, Director"
6938,Saint Nicholas Mouse Rescue of Virginia Beach,HO,407 Lake Havasu Drive,,Virginia Beach,VA,23454,,lucinda.rideout@norfolk.gov,757,664-4734,,,,,4/18/17 8:20,1/16/19 12:40,,,Lucinda Rideout,President
6939,DC Shiba Inu Rescue,HO,9381 Hersch Farm Lane,,Manassas,VA,20112,Prince William,nathalie@dcsir.org,202,2855826,,,,,8/5/16 8:43,1/30/19 10:58,,,Nathalie Abutaha,President
6940,Beagles to the Rescue,HO,P.O. Box 16522,,Chesapeake,VA,23328,,beaglestotherescueva@gmail.com,757,447-7773,,,,,9/12/16 11:02,1/18/19 16:13,,,Christine Kroh,Adoptons/Intake Coordinator
6941,Wolf Trap Animal Rescue,HO,P.O. Box 2753,,Merrifield,VA,22116,,operations@wtarescue.com,703,638-2531,,,,,2/14/17 15:37,1/21/19 14:30,,,Jesse Marsh,Director of Finance
6942,"Pets for Vets Tidewater Virginia, Inc.",HO,163 Kirk Drive,P.O. Box 15206,Newport News,VA,23608,,tidewater-va@petsforvets.com,757,504-0620,,,,,2/16/17 19:01,2/4/19 11:25,,,Daniel Antignano,Director
6943,All Fur Animals Rescue,HO,32192 Wilderness Fms Rd,,Locust Grove,VA,22508,,allfuranimalsrescue@gmail.com,540,368-4508,,,,,2/8/17 13:03,2/4/19 11:09,,,Amy Smith,President
6944,NOVA Pets Alive,HO,4094 Majestic Lane # 138,,Fairfax,VA,22033,Fairfax County,alyssa@novapetsalive.org,571,422-0942,,,,,2/15/17 17:00,1/19/19 12:20,,,Alyssa Michnick,President
6945,"Bobbie's Pit Bull Rescue & Sanctuary, Inc. ",HO,P.O. Box 2466,,Spotsylvania,VA,22553,Spotsylvania,silvia.bprs@gmail.com,540,903-1191,540,735-1766,,,2/1/17 11:39,1/30/19 15:51,,,Silvia Krieglstein,Director
6946,"K-9 Rescue of the Eastern Shore, Inc. ",HO,8154 Atlantic Road,,Wallops Island,VA,23337,,K9RescueES@gmail.com,757,894-3537,,,,,2/11/17 13:53,1/18/19 10:49,,,Sarah Young,President & Founder
6947,Sweet Virginia Barn Cats,HO,P.O. Box 154,,Clarksville,VA,23927,Mecklenburg,sweetvirginiabarncats@gmail.com,434,3620154,,,,,2/21/17 16:28,1/31/19 16:27,,,Holly Burnette,President
6948,Friends of Russell County Animal Shelter,HO,447 Dennison Chapel Road,,Lebanon,VA,24266,,friendsofrussellcountyshelter@gmail.com,267,294-7727,,,,,2/14/17 16:40,1/6/19 13:35,,,Charlene Farthing,Agency Representative
6949,Tough Mutts Dog Rescue,HO,133 West Springbrook Road,,Broadway,VA,22815,,toughmuttsrescue@yahoo.com,540,975-1032,,,,,2/16/17 15:47,1/31/19 18:38,,,Robin Anderson,Board Member
6950,Southside Animal Volunteers,HO,5405 Poorhouse Road,,Dolphin,VA,23843,,southsideanimalvolunteers@gmail.com,434,532-5790,,,4-Feb-19,No longer a releasing agency.,2/21/17 16:31,2/4/19 11:13,,,Cheryl Abernathy,Director
6951,Luv4Pawz Rescue,HO,552 North Main Street,,Emporia,VA,23847,,luv4pawz@yahoo.com,434,634-0035,434,634-9685,,,2/23/17 10:32,1/28/19 11:33,,,Kelly Swenson,Agency Representative
6952,Community Cats Rescue Network,HO,209 Braemar Place,,Fredericksburg,VA,22405,Stafford,communitycatsrescue@gmail.com,540,429-6210,,,,,2/28/17 8:18,1/13/19 12:48,,,Donna Winans,Director
6953,Reptile Education of Virginia,HO,601 Charlecote Dr,,Virginia Beach,VA,23464,,reptileva@gmail.com,757,613-3081,,,,,2/28/17 10:47,1/31/19 21:57,,,Jessica Rising,Agency Representative
6954,Nirvana Ridge Ferret Rescue,HO,19524 Swamp Poodle Lane,,Brandy Station,VA,22714,,nirvanaridge@hughes.net,703,342-9032,,,,,3/3/17 14:29,1/4/19 3:45,,,Karen Lamb,Agency Representative
6955,Central Virginia Regional Rescue,HO,P.O. Box 2172,,Forest,VA,24551,,info.cvrr@gmail.com,434,856-2676,,,,,3/7/17 9:34,2/4/19 11:10,,,Laura Linn,Agency Representative
6956,HappyTails Rescue,HO,P.O. Box 1045,146 South Main Street,Chatham,VA,24531,Pittsylvania,Keerobfma@gmail.com,434,770-7608,,,,,3/7/17 14:02,1/16/19 12:07,,,Jordan Kee,President
6957,CLIMATES-Rescue,PR,1165 Jensen Drive,Suite 100,Virginia Beach,VA,23451,,CEO@TheBunnyHutch.org,757,321-7887,,,,,4/4/17 15:52,1/11/19 18:40,,,Dr. Angela Maxwell,Director
6958,"Little Big Dog Rescue, Inc.",HO,26 John Deere Lane,# 653,Monterey,VA,24465,Highland,lbdr@htcnet.org,540,468-3096,,,,,4/6/17 10:19,1/31/19 19:16,,,Dot Terry,Executive Director
6959,Pardoned Pets Animal Rescue,HO,10319 Old Keeton Road,,Ashland,VA,23005,Hanover,pardonedpetsar@gmail.com,804,683-9953,,,,,4/6/17 15:10,1/30/19 17:36,,,Kristen Condrey,Agency Representative
6960,Animal Care Assistance Program,HO,1593 Chalklevel Road,,Louisa,VA,23093,Virginia,info@acapva.org,540,850-2680,,,,,4/24/17 13:52,1/14/19 12:57,,,Susan Levi,President
6961,"Blue Ridge Bull Terrier Club, Inc.",HO,P.O. Box 1603,,Ashland,VA,23005,,info.brbtc@gmail.com,703,831-7323,,,,,5/25/17 10:28,1/31/19 13:09,,,Belinda Shockley,Treasurer
6962,Hulks Helping Hands Rescue,HO,P.O. Box 796,,Meadows of Dan,VA,24120,,hulkshelpinghandsrescue@yahoo.com,706,577-5425,706,563-9974,,,5/26/17 15:31,1/31/19 22:10,,,LaDania Norton,CFO
6963,Saving Snoots Animal Rescue,HO,140B Purcellville Gateway Drive,#521,Purcellville,VA,20132,Loudoun,jill@savingsnoots.org,814,449-9412,800,507-5985,,,5/31/17 10:54,1/27/19 23:23,,,Jill Jones,President
6964,Forgotten Felines of Culpeper,HO,P.O. Box 342,,Culpeper,VA,22701,,GoodMews22@aol.com,540,717-4420,,,,,6/19/17 11:31,1/26/19 20:02,,,Lynn DeFazio,"Founder, President"
6965,"Believe In Buster Animal Rescue & Sanctuary, Inc",HO,17627 Circuit Rider Drive,,Beaverdam,VA,23015,Hanover,sylvasylva59@embarqmail.com,540,907-8890,,,,,8/7/17 9:35,1/11/19 14:58,,,Sylva Penkov-Southwell,Founder and President
6966,Dogs Deserve Better of Northern Virginia,HO,P.O. Box 1971,,Vienna,VA,22183,,info@ddbnova.org,703,468-8922,,,,,10/23/17 9:05,2/4/19 11:53,,,N/A,N/A
6967,"Indigo Haven Animal Rescue, Inc.",HO,1771 McDaniel Road,,Bedford,VA,24523,,IndigoHavenAnimalRescue@gmail.com,434,770-8500,,,,,10/27/17 16:38,1/4/19 11:55,,,Tamara Lynn Witt,President/Managing Director
6968,Shenandoah Shepherd Rescue,HO,P.O. Box 764,,Stephens City,VA,22655,,info@shenandoahrescue.org,954,793-6988,,,,,12/13/17 10:21,2/6/19 10:23,,,Shenandoah Shepherd Rescue,Shenandoah Shepherd Rescue
6969,Island Dog Rescue,HO,900 Pillow Drive,,Virginia Beach,VA,23454,,islanddogrescueusvi@gmail.com,757,679-4327,,,,,12/13/17 11:39,1/31/19 22:05,,,Sali Gear,Member
6970,Second Chance Animal Rescue of Mount Vernon VA,HO,3706 Maryland Street,,Alexandria,VA,22309,,edm748@scarmountvernon.org,703,624-8823,,,,,12/18/17 14:42,2/1/19 17:14,,,"Edward Marits, PhD",Director
6971,Operation Git-Meow Inc.,HO,P.O. Box 523373,,Springfield,VA,22152,,operationgitmeow@gmail.com,609,280-9853,,,,,12/29/17 14:45,1/20/19 12:23,,,Erika Kelly,President
6972,Worthy Dog Rescue,HO,P.O. Box 137,,Vienna,VA,22183,VA,info@worthydog.org,703,628-9161,703,649-6417,,,1/9/18 16:51,1/22/19 23:29,,,Suzanne,"Worthy Dog, Inc."
6973,The Loudoun Community Cat Coalition,HO,P.O. Box 1960,,Leesburg,VA,20177,,info@loudouncommunitycats.org,703,687-6009,,,,,1/11/18 15:59,1/21/19 16:08,,,Kim Fields,President/Executive Director
6974,"Crazy Cat Lady Animal Rescue, Inc.",HO,325 Robin Roady,,Christiansburg,VA,24073,,crazycatladyrescue@gmail.com,540,907-1548,,,,,1/19/18 8:35,1/31/19 21:04,,,Katlin Konrad,President
6975,SCAT Inc,HO,12373 Dogwood Trail,,Gloucester,VA,23061,,scatinc@aol.com,804,695-6016,,,,,1/23/18 14:01,1/8/19 20:41,,,Sharon Ganzhorn,President
6976,APPALACHIAN FELINE FRIENDS,HO,2927 Imboden,,Appalachia,VA,24216,,appalachianfelinefriends@gmail.com,276,639-7911,,,,,1/23/18 14:06,1/9/19 10:38,,,Wendy Welch,Board Chair
6977,"CatInspired, Inc.",HO,3508 Robs Drive,,Suffolk,VA,23434,,steumer@johnsongardy.com,757,638-7401,757,925-1419,,,1/24/18 10:47,1/31/19 16:47,,,"Suzanne Beck Teumer, Esquire",Contact Person
6978,"Fur-Get Me Not Rescue, Inc",HO,P.O. Box 690,,Galax,VA,24333,,fgmnrescue@gmail.com,276,237-0346,,,,,1/25/18 13:16,1/31/19 15:30,,,Jennifer Roberts,President
6979,"River City Bulldog Rescue, Inc.",HO,P.O. Box 7754,,Richmond,VA,23231,,rivercitybulldogrescue@gmail.com,804,839-6136,,,,,2/2/18 14:13,1/4/19 18:31,,,Elisabeth Custalow,Director
6980,"Save the Tails Rescue Group, Inc.",HO,P.O. Box 171,,Leesburg,VA,20178,Loudoun,adopt@savethetails.org,888,379-5558,,,,,2/13/18 8:38,1/29/19 20:50,,,Lisa Carter,President
6981,Sweet Life Rescue,HO,P.O. Box 159,,Lovettsville,VA,20180,Loudoun,info@sweetliferescue.org,703,9455119,,,,,2/26/18 11:44,1/24/19 12:32,,,Laura Redmon,Director
6982,Southern Paws Virginia Animal Rescue,HO,175 Smith Dr.,,Winchester,VA,22603,,southernpawsva@gmail.com,703,541-8839,,,,,3/7/18 16:48,1/9/19 17:54,,,Alejandra Lazo Julca,President
6983,A Shield for an Angel,HO,17529 Brookville Court,,Round Hill,VA,20141,,claude.romeyer@yahoo.com,540,751-1278,,,31-Jan-19,Was never formed as a releasing agency.,3/19/18 13:33,1/31/19 9:19,,,Claude Romeyer Dherbey,Founder
6984,Pibbles4HOPE,HO,P.O. Box 6085,,Woodbridge,VA,22195,,pibbles4hope@gmail.com,703,568-7149,,,,,6/6/18 15:02,1/7/19 13:22,,,Ann-Marie Johnson,President
6985,Golden Meadows Animal Rescue,HO,734 Turley Farm Road,,Wytheville,VA,24382,,goldenlovers2003@yahoo.com,276,613-1339,,,,,7/11/18 15:43,1/21/19 16:25,,,Erin Curry,President
6986,Billy the Kidden Rescue,PR,4177 Rainbow Drive,,Virginia Beach,VA,23456,,billythekiddenrescue@gmail.com,757,651-0206,,,,,7/30/18 14:54,1/30/19 21:15,,,Becca Ostman,Director
6987,Compassion for Canines,HO,P.O. Box 3677,,Portsmouth,VA,23701,,compassionforcaninesrescue@gmail.com,207,318-8125,,,,,8/31/18 10:50,1/20/19 0:19,,,Madison Rankin,President
6988,"Dogs of Destiny-Lake Charles Pit Bull Rescue Va Chapter, inc.",HO,106 Diggs Drive,,Hampton,VA,23666,,destiny@dogsofdestiny.com,619,504-1144,,,,,10/9/18 10:30,1/26/19 18:47,,,Destiny Shell,Director/President
6989,K Kids Dachshund Rescue Inc,HO,P.O. Box 1367,,Staunton,VA,24402,,savedoxies@kkidsrescue.org,540,358-5799,540,712-7363,,,12/17/18 10:38,1/14/19 9:16,,,Krista Welder,President
6990,Pint Size Pooch Rescue,HO,P.O. Box 1904,,Williamsburg,VA,23185,,isgdeanna@aol.com,757,784-4108,,,,,1/8/19 12:13,1/16/19 11:21,,,Deanna Cosby,President
6991,Lucky Dog Animal Rescue,HO,5159 Lee Highway,,Arlington,VA,22207,,info@luckydoganimalrescue.org,703,237-5327,202,380-9077,,,1/11/19 14:01,1/30/19 16:00,,,Mirah Horowitz,Executive Director
6992,Love of Collies & Shelties Rescue Inc.,HO,151 Sandpiper St,,Newport News,VA,23602,,loveofcolliesandshelties@gmail.com,757,814-4389,,,25-Jan-19,Closing per custody report.,1/22/19 10:06,1/25/19 10:10,,,Karen Joos,President and Director
6993,Ride-A-Rescue Inc.,HO,3390 Roanoke St.,,Christiansburg,VA,24073,,ridearescue16@gmail.com,540,320-1697,,,,,1/22/19 10:50,1/31/19 1:51,,,Reagan Miles,President
6994,Pittsylvania County Animal Services,AC,369 Rainbow Lane,,Dry Fork,VA,24549,,susan.dillon@pittgov.org,434,432-7937,434,432-7909,,,1/25/19 15:38,1/28/19 10:40,Pittsylvania Pet Center,,Susan Dillon,Chief Officer Animal Services
6995,FURR Foundation,HO,5527 Millwood Drive,,Gloucester,VA,23061,,efmiles@ymail.com,757,218-2592,,,,,1/28/19 12:47,1/31/19 13:12,,,Ellen Norris,President
